item_id,pipeline,judge_model,judge_provider,difficulty,language,audience,source,factual_correctness_ratio,grounding_ratio,hallucination_rate,comments_ground,comments_factual,judge_error
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_classic:openai:k=5,deepseek-chat,deepseek,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.375,0.875,0.125,,"Системскиот одговор содржи две неточни тврдења за кривични дела (посредување во проституција и загрозување на безбедноста) кои не се спомнати во референтниот одговор, како и дополнителни тврдења за истрага и совети кои не се поддржани.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=1,gpt-4o,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.5,1.0,0.0,,The first claim is correct as it aligns with the reference answer's mention of privacy violations and misuse of personal information. The second claim is incorrect as it introduces information not covered by the reference answer.,False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=1,claude-sonnet-4-20250514,anthropic,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.5,1.0,0.0,,"Првиот дел точно ги опишува кривичните дела од референцата, но вториот дел додава неподдржани информации за предистражна постапка кои не се спомнати во референцата.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=1,gpt-4o-mini,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,0.0,1.0,,"The claims made in the SYSTEM_ANSWER do not align with the specific criminal acts mentioned in the REFERENCE_ANSWER, leading to a complete lack of factual correctness.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=1,deepseek-chat,deepseek,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.5,1.0,0.0,,"Првиот дел од одговорот е во согласност со референтниот одговор, но вториот дел за предистражна постапка и други истражувани дела не е спомнат во референтниот одговор.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=3,gpt-4o,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,1.0,0.0,,"The system answer includes unsupported claims such as 'посредување во вршење проституција' and 'загрозување на безбедноста', which are not mentioned in the reference answer.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=3,claude-sonnet-4-20250514,anthropic,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,1.0,0.0,,"Системскиот одговор содржи неточни и измислени кривични дела - само детската порнографија е спомената во референтниот одговор, додека останатите три дела не се споменати воопшто.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=3,gpt-4o-mini,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.25,1.0,0.0,,"The SYSTEM_ANSWER includes several claims that are not mentioned in the REFERENCE_ANSWER, leading to a low factual correctness ratio. Only the claim about детска порнографија is correct.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=3,deepseek-chat,deepseek,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,1.0,0.0,,"Системскиот одговор содржи повеќе кривични дела отколку што ги наведува референтниот одговор, вклучувајќи посредување во проституција и загрозување на безбедноста, кои не се споменати.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=5,gpt-4o,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,1.0,0.0,,"The system answer includes claims not supported by the reference, such as 'посредување во вршење проституција' and 'загрозување на безбедноста'. Only 'злоупотреба на лични податоци' and 'детска порнографија' are partially correct, but the overall claim is incorrect due to additional unsupported crimes.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=5,claude-sonnet-4-20250514,anthropic,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,1.0,0.0,,"The system answer includes crimes not mentioned in the reference (посредување во проституција, загрозување на безбедноста) and omits the crime of sharing private acts of adult women without consent. The second claim about ongoing investigations is not supported by the reference.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=5,gpt-4o-mini,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.4,1.0,0.0,,"The SYSTEM_ANSWER includes claims about crimes that are not mentioned in the REFERENCE_ANSWER, such as 'посредување во вршење проституција' and 'загрозување на безбедноста', leading to a low factual correctness ratio.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_dspy:openai:k=5,deepseek-chat,deepseek,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,1.0,0.0,,"Системскиот одговор додава кривични дела (посредување во проституција, загрозување на безбедноста) кои не се споменати во референтниот одговор, а и нецелосно ги претставува оние што се споменати.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=1:mn=10,gpt-4o,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.14285714285714285,0.5714285714285714,0.4285714285714286,,The system answer includes several unsupported claims about crimes and recommendations not mentioned in the reference answer. Only the claim about sharing personal data without consent is partially correct.,False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=1:mn=10,gpt-4o-mini,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,0.5,0.5,,All claims made in the SYSTEM_ANSWER are incorrect as they do not align with the specific criminal acts mentioned in the REFERENCE_ANSWER.,False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=1:mn=10,deepseek-chat,deepseek,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.14285714285714285,0.5714285714285714,0.4285714285714286,,"Системскиот одговор внесува повеќе конкретни кривични дела (како клевета и вознемирување) и препораки за заштита кои не се споменати во референтниот одговор, што резултира со низок сооднос на фактска точност.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=3:mn=10,gpt-4o,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.25,0.75,0.25,,"The system answer includes several unsupported claims about crimes not mentioned in the reference answer, such as prostitution and spreading racist material. Only the mention of child pornography distribution and misuse of personal data are partially correct.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=3:mn=10,gpt-4o-mini,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.25,0.375,0.625,,"The SYSTEM_ANSWER includes several claims that are not mentioned in the REFERENCE_ANSWER, leading to a low factual correctness ratio. Only the claims about the production and distribution of child pornography and the abuse of personal data are correct.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=3:mn=10,deepseek-chat,deepseek,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.375,0.75,0.25,,"Системскиот одговор додава повеќе кривични дела (посредување во проституција, загрозување на безбедност, ширење расистички материјал) и препораки за заштита кои не се споменати во референтниот одговор.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=5:mn=10,gpt-4o,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,0.5,0.5,,"The system answer includes claims not supported by the reference, such as the need for legal amendments and digital security advice, which are not mentioned in the reference answer.",False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=5:mn=10,gpt-4o-mini,openai,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,0.6666666666666666,0.33333333333333337,,All claims made in the SYSTEM_ANSWER are incorrect as they do not align with the offenses listed in the REFERENCE_ANSWER.,False
cenka-na-nacionalnata-bezbednost-na-decata-na-internet-za-severna-makedonija-pdf-a,rag_graph:openai:k=5:mn=10,deepseek-chat,deepseek,medium,mk,general,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch4/procenka_na_nacionalnata_bezbednost_na_decata_na_internet_za_severna_makedonija_.pdf,0.0,0.6666666666666666,0.33333333333333337,,"Системскиот одговор додава факти (производство, потреба за измени во законикот) кои не се споменати во референтниот одговор, а и го менува точниот опис на делото (дистрибуција наместо производство и дистрибуција).",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,zeroshot:openai,gpt-4o,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.1111111111111111,,,SKIPPED: grounding not applicable for zeroshot mode (no retrieved context),"The system answer correctly identifies cyber-bullying as a form of online harassment, but introduces unsupported claims like doxing and trolling, which are not mentioned in the reference answer.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,zeroshot:openai,claude-sonnet-4-20250514,anthropic,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.22,,,SKIPPED: grounding not applicable for zeroshot mode (no retrieved context),"The system answer provides extensive information not mentioned in the reference answer, including specific terms like 'доксинг' and protection measures. Only claims about offensive messages and online harassment are supported by the reference.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,zeroshot:openai,gpt-4o-mini,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.0,,,SKIPPED: grounding not applicable for zeroshot mode (no retrieved context),"All claims made in the SYSTEM_ANSWER are not supported by the REFERENCE_ANSWER, which only mentions specific forms of online harassment without including the additional claims made.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,zeroshot:openai,deepseek-chat,deepseek,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.2222222222222222,,,SKIPPED: grounding not applicable for zeroshot mode (no retrieved context),"Системскиот одговор додава форми на онлајн вознемирување (доксинг, тролинг) и заштитни мерки кои не се споменати во референтниот одговор, што предизвикува голем број неточни тврдења.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=1,gpt-4o,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.8,0.75,0.25,,"The system answer correctly identifies the forms of online harassment mentioned in the reference answer, but includes an unsupported claim about protection measures.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=1,claude-sonnet-4-20250514,anthropic,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.2,0.8,0.19999999999999996,,"While the system correctly identifies the three forms of online harassment mentioned in the reference, it adds extensive unsupported details and fabricates protection recommendations not found in the reference answer.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=1,gpt-4o-mini,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.8,0.6,0.4,,"The system answer correctly identifies forms of online harassment mentioned in the reference answer, but it includes an unsupported recommendation for protection against online harassment, which is not mentioned in the reference answer.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=1,deepseek-chat,deepseek,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.8,0.8,0.19999999999999996,,"Сите три форми на онлајн вознемирување споменати во референцата се точни, но последниот став за заштитни мерки е додаден и не е поддржан од референцата.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=3,gpt-4o,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.2857142857142857,0.7142857142857143,0.2857142857142857,,"The system answer correctly identifies sending offensive messages and spreading rumors as forms of online harassment, but includes additional unsupported claims not mentioned in the reference answer.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=3,claude-sonnet-4-20250514,anthropic,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.14,0.857,0.14300000000000002,,"Системскиот одговор додава многу детали и форми на вознемирување кои не се споменати во референтниот одговор, како и препораки за заштита кои воопшто не се дел од прашањето.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=3,gpt-4o-mini,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.2857142857142857,0.7142857142857143,0.2857142857142857,,"The SYSTEM_ANSWER includes several claims that are not mentioned in the REFERENCE_ANSWER, leading to a low factual correctness ratio. Only two claims about sending offensive messages and spreading rumors are correct.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=3,deepseek-chat,deepseek,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.42857142857142855,0.8571428571428571,0.1428571428571429,,"Системскиот одговор додава повеќе форми на вознемирување (постојано вознемирување, исклучување, лажни профили) и совети за заштита кои не се споменати во референтниот одговор, што значително ја намалува фактската точност.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=5,gpt-4o,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.3333333333333333,0.8,0.19999999999999996,,"The system answer correctly identifies sending offensive messages and spreading rumors as forms of online harassment, but includes unsupported claims about exclusion, fake profiles, and protection measures.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=5,claude-sonnet-4-20250514,anthropic,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.17,0.83,0.17000000000000004,,"The system answer adds extensive details and forms of harassment not mentioned in the reference answer, and includes protection recommendations that are completely absent from the reference text.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=5,gpt-4o-mini,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.3333333333333333,0.6666666666666666,0.33333333333333337,,"The SYSTEM_ANSWER includes several claims that are not mentioned in the REFERENCE_ANSWER, leading to a low factual correctness ratio. Only two claims about sending offensive messages and spreading rumors are correct.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_classic:openai:k=5,deepseek-chat,deepseek,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.5,0.8333333333333334,0.16666666666666663,,"Системскиот одговор додава три форми на вознемирување (исклучување, лажни профили и мерки за заштита) кои не се споменати во референтниот одговор, што значително ја намалува фактската точност.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_dspy:openai:k=1,gpt-4o,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.0,1.0,0.0,,"The claim includes 'ширење лаги' and 'постојано испраќање негативни пораки', which are not mentioned in the reference answer, making the claim incorrect.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_dspy:openai:k=1,claude-sonnet-4-20250514,anthropic,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.0,1.0,0.0,,The system answer adds unsupported details like 'лаги за жртвата' and 'постојано испраќање негативни или навредливи пораки' that are not mentioned in the reference answer.,False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_dspy:openai:k=1,gpt-4o-mini,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.3333333333333333,1.0,0.0,,The first claim is correct as it matches the reference answer. The second and third claims introduce unsupported elements not mentioned in the reference answer.,False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_dspy:openai:k=1,deepseek-chat,deepseek,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.0,1.0,0.0,,"Системскиот одговор додава дополнителни елементи („лаги за жртвата“ и „постојано испраќање“) кои не се споменати во референтниот одговор, што го прави целосниот исказ неточен.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_dspy:openai:k=3,gpt-4o,openai,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.3333333333333333,1.0,0.0,,"The system answer correctly identifies 'испраќање на навредливи пораки' and 'ширење гласини' as forms of online harassment, but introduces unsupported claims such as 'постојано вознемирување', 'исклучување или изолација', and 'создавање лажни профили'.",False
s-Marko-Desktop-Faks-cyberbot-backend-merged-pdf-batch5-Online-nasilstvo-MKD-pdf-a,rag_dspy:openai:k=3,claude-sonnet-4-20250514,anthropic,medium,mk,student,/Users/Marko/Desktop/Faks/cyberbot/backend/merged_pdf/batch5/Online nasilstvo_MKD.pdf,0.67,1.0,0.0,,The answer correctly identifies the three forms mentioned in the reference but adds two additional forms (exclusion/isolation and creating fake profiles) that are not supported by the reference answer.,False
